Country Name,FDI_net_inflow_percentGDP,GDP_per_capita,ln(GDP_per_capita),Inflation_GDP_deflator_annual_percent,Trade_percent_GDP,Unemployment_percent_of_total_labor_force,manufacturing_value_added,savings_percent_gdp
"Macao SAR, China",-27.05652398,37646.3162,10.53599039,-0.242183467,121.0394348,2.569999933,0.8269460518,40.74003283
Morocco,1.169126398,3258.121338,8.088906032,0.146950452,68.84726822,11.11400032,15.15898297,27.69712378
Monaco,,182538.6383,12.11471715,2.784789487,,,,
Moldova,1.330468677,4500.624464,8.411971436,5.43003694,77.06545656,3.819999933,10.49299699,16.67589194
Madagascar,2.746571354,462.4042237,6.136439452,4.311145137,49.01070737,2.362999916,9.724984406,8.173137063
Maldives,11.76385044,7282.358489,8.893210057,0.415365511,117.7780717,5.340000153,2.495990706,8.894956549
Mexico,2.889191388,8655.000682,9.065892546,4.167274101,76.90035371,4.449999809,17.37277756,24.87347635
Marshall Islands,-1.812360434,5567.972727,8.624786304,6.103248035,108.414239,,3.27007344,17.53781946
Middle income,1.725387143,5206.168295,8.557599412,2.220901833,43.69716937,7.096334404,20.47515602,31.84020493
North Macedonia,0.062229382,5965.450232,8.693739811,2.910146371,128.2412581,16.54999924,12.92597672,27.11280577
Mali,3.073803238,822.906144,6.712842153,0.532340178,66.99057428,3.529999971,6.786425649,15.16221032
Malta,28.58735996,28977.56557,10.27427721,1.517154845,291.5013883,4.349999905,7.544038122,24.64499862
Myanmar,2.416252155,1477.45287,7.29807485,3.844254536,55.10412933,1.480000019,,
Montenegro,11.13036712,7677.152226,8.946003953,-0.175604638,87.00602224,17.87999916,4.110353118,5.228905474
Mongolia,12.91307983,4041.174196,8.304290571,3.706721766,112.8386476,6.590000153,7.756164685,16.30696647
Mozambique,22.72425076,449.9552098,6.109148044,2.499981967,95.92866252,3.776000023,7.920080717,16.39729037
Mauritania,11.03940559,1868.466574,7.53287336,6.623492815,94.65592645,11.13700008,6.005202922,36.31681032
Mauritius,1.970591041,9007.419102,9.105803861,2.570562199,85.88373503,8.630000114,10.82310141,5.314414458
Malawi,0.371348227,628.699482,6.443653371,10.20314909,,5.681000233,,
Malaysia,1.203176188,10160.78325,9.22629081,-0.770892442,116.8285614,4.539999962,22.25204513,23.86351384
North America,0.791506087,61451.97615,11.02601127,0.749680464,26.59089881,8.205203504,10.57592093,19.37676634
Namibia,-1.419189581,4251.172766,8.354950169,4.536206445,75.13927288,21.23600006,11.0106137,17.80523174
New Caledonia,-5.509210105,34800.75951,10.45739449,,,13.56000042,,
Niger,2.624046789,564.8220018,6.33651064,0.949190055,36.06190564,0.680000007,7.390245688,13.06308606
Nigeria,0.551893461,2074.613928,7.637530357,7.849142046,16.3521874,5.999000072,12.66726516,28.5969834
Nicaragua,5.930736068,1863.109257,7.530002015,5.493340092,89.39974044,5.936999798,13.53782304,22.92357015
Netherlands,-24.03978317,52162.57012,10.86212047,1.928572016,146.461778,3.819999933,10.82645977,26.90348461
Norway,-1.132711059,67329.67779,11.1173564,-3.604605158,65.33047893,4.420000076,6.509326328,31.40469996
Nepal,0.378738964,1139.190277,7.038073006,3.21740233,40.91886559,13.07800007,4.474854392,32.81975747
Nauru,,9307.886768,9.138617359,1.841456736,146.7836257,,,
New Zealand,1.952973635,41596.5055,10.63577144,2.062531603,44.22141026,4.599999905,,19.79957175
Oman,3.805782648,16707.62301,9.723620362,-10.78367813,91.8757004,2.940000057,8.356145702,11.40727913
Pakistan,0.68469516,1322.315036,7.187139295,9.944498211,26.71628046,6.550000191,11.41607343,14.54158093
Panama,-3.991949134,12569.17154,9.439002392,-1.795936478,74.0772366,14.11400032,5.776719714,26.26979748
Peru,0.362712385,6056.343903,8.708861581,3.892674145,43.53000756,7.179999828,12.19254432,19.61825433
Philippines,1.885863784,3224.422551,8.078509159,1.650490187,58.1695603,2.519999981,17.65817905,24.81817397
Palau,16.84358873,14016.2475,9.547972471,-0.631163708,,,1.07185391,
Papua New Guinea,0.473798112,2446.066306,7.802236424,1.632621229,,2.694000006,1.685225352,
Poland,3.19476619,15816.9894,9.66883992,4.255038941,100.3242114,3.160000086,16.47228525,20.31039232
Puerto Rico,,31393.90737,10.35436912,2.456991853,103.6167629,8.890000343,48.82066932,
"Korea, Dem. People's Rep.",,,#NUM!,,,3.063999891,,
Portugal,1.742925386,22242.40642,10.00975594,2.003474567,76.23748846,6.800000191,12.01812693,17.69144005
Paraguay,0.268692652,5353.348065,8.585477451,2.203921468,63.09465043,7.550000191,18.70442753,22.85030834
West Bank and Gaza,0.513433767,3233.568638,8.081341648,2.220901833,67.28819125,25.88999939,11.04708435,12.17484654
French Polynesia,0.292554637,18910.38013,9.847466264,3.842905031,46.85223564,13.67000008,,
Qatar,-1.68550859,52315.66008,10.86505103,-14.76951151,90.01909489,0.140000001,7.911260411,41.78169755
Romania,1.433159185,13047.43206,9.476346616,4.109315184,78.05911338,5.03000021,15.85973872,19.56782716
Russian Federation,0.63643405,10169.08691,9.227107702,0.657739076,46.03086561,5.590000153,13.4231661,26.24082473
Rwanda,1.498516736,774.6892594,6.652461993,6.727420087,55.13399077,13.01000023,8.741614809,12.39346913
South Asia,1.977510787,1852.300088,7.524183437,4.720985712,36.04373613,9.253800925,14.14814605,27.9483002
Saudi Arabia,0.767614998,19539.56581,9.880196705,-8.696839516,52.07658885,7.449999809,12.11524846,24.56037839
Sudan,2.65193447,608.3325195,6.41072164,115.6529152,0.756875545,19.29199982,,30.6024943
Senegal,7.535426476,1490.203137,7.306667723,1.487083528,60.00472995,3.509000063,14.29970662,
Singapore,21.64824649,60729.45035,11.01418404,-2.972168094,331.7279339,4.099999905,19.95498366,40.18784295
Solomon Islands,0.584582052,2222.465636,7.706372505,-1.324998225,60.22033764,0.89200002,9.681382262,18.63403159
Sierra Leone,4.250230769,493.4787775,6.201479854,10.91548159,51.55793775,3.572000027,1.884905711,0.3172082889
El Salvador,1.518578488,3903.395839,8.269602181,-0.486126809,69.45115055,5.019999981,14.92760255,19.7760953
San Marino,,45320.20872,10.72150832,0.344576763,304.9031677,,31.47603937,
Somalia,6.741246549,416.2177747,6.03120862,6.440183551,101.641726,19.56699944,,
Serbia,6.533014647,7733.802869,8.953355983,2.448416133,104.7190149,9.010000229,13.28391714,20.59963337
South Sudan,,,#NUM!,,,13.74499989,,
Sao Tome and Principe,9.96975618,2161.310196,7.678469889,5.459544803,,15.44299984,5.678035283,
Suriname,0.035713202,4796.533314,8.47564871,45.21776444,,9.524000168,23.10871567,
Slovak Republic,-1.070044402,19545.74282,9.880512783,2.370657784,168.5135185,6.690000057,18.11043119,19.60756249
Slovenia,0.94265435,25545.241,10.14820632,1.259425427,146.2353421,4.96999979,20.53988964,27.64580489
Sweden,3.455753011,52837.90398,10.87498409,1.994045928,83.21100287,8.289999962,12.36082768,30.96588842
Eswatini,0.974018856,3372.895601,8.123526883,2.559779154,86.88450516,25.07999992,26.52452868,15.6352202
Seychelles,6.347413185,12808.98747,9.45790235,1.82834783,135.9520033,,5.178358905,5.727866564
Syrian Arab Republic,,533.3852317,6.279243924,54.60384762,48.39044897,10.01099968,,
Turks and Caicos Islands,3.290011692,20882.26127,9.946655335,5.46019004,,,0.6704644148,
Chad,5.204590631,643.7722213,6.46734497,-5.454896408,68.73036014,1.644999981,3.191500401,
Togo,-0.781645644,897.1945754,6.799272756,1.282158196,54.84127339,4.027999878,14.38103974,22.3543543
Thailand,-0.990125094,6990.935503,8.852369661,-1.318658155,97.82492568,1.100000024,25.48997752,27.98558128
Tajikistan,1.309747193,852.3336702,6.747978082,1.655912795,55.74910402,7.485000134,15.62585236,36.28441702
Turkmenistan,,,#NUM!,,,4.798999786,,
Timor-Leste,3.353356032,1660.30834,7.414758611,-19.34117843,84.88499715,4.803999901,1.531547659,9.870684572
Tonga,0.871767685,4606.064552,8.435129095,-4.198068803,85.53402289,2.654000044,5.606668857,23.47971691
Trinidad and Tobago,5.014234504,13871.79822,9.537613153,-4.401286872,,4.210000038,15.2528637,
Tunisia,1.392106781,3497.68141,8.159855574,6.465767114,84.24077223,16.37299919,13.69383466,6.107315044
Turkiye,1.087201942,8561.070948,9.054980572,14.85282345,60.95593104,13.10999966,19.13430051,26.77983275
Tuvalu,0.1816375,4973.774561,8.5119343,1.033295063,,,,
Tanzania,1.097405659,1042.09668,6.948990001,0.343712899,29.60425,2.779999971,8.503646841,34.62211259
Uganda,2.32383307,846.7672013,6.741425806,2.721484443,37.00069239,4.511000156,15.79525672,12.67603094
Ukraine,0.194103021,3751.740723,8.229975204,10.29494428,79.15645238,9.479999542,10.10138261,12.2195581
Uruguay,0.965547268,15619.54266,9.656278144,11.03737152,45.82338553,10.32999992,10.29492027,16.48066719
United States,0.707068619,63530.63348,11.05927749,1.304912071,23.38376188,8.050000191,10.62906472,19.415608
Uzbekistan,2.885497762,1749.655815,7.46717437,11.64602698,62.02926881,5.289999962,19.63667027,33.6027038
St. Vincent and the Grenadines,7.480987878,8335.256476,9.028249566,1.199573651,,20.54999924,3.934845596,
Virgin Islands (U.S.),,39552.1686,10.5853758,4.353669619,114.961941,13.25500011,,
Vietnam,4.558361808,3586.347302,8.184889499,1.467486618,163.2458574,2.099999905,23.94724221,33.00732474
Vanuatu,2.724862238,2877.520173,7.964684151,1.800535265,58.57443807,2.01699996,,51.37704152
Samoa,0.509297428,4042.751224,8.304680735,1.22360924,77.48360073,9.793000221,3.950283485,33.2251403
Kosovo,5.1137627,4310.811183,8.368881375,1.381106984,75.60801713,,13.35206942,26.58390267
South Africa,0.934054723,5741.643129,8.655500708,5.692615293,50.80098153,24.34000015,11.66241618,14.24886976
Zambia,1.353931216,956.8313639,6.863627163,13.74350216,79.32548782,6.03000021,7.715369781,45.21786987
Zimbabwe,0.699033511,1372.696674,7.224532459,604.9458642,54.6505613,7.897999763,15.69656645,16.45276307
Aruba,4.272050302,29342.10086,10.28677865,2.216017165,137.1643391,,,14.95797715
Afghanistan,0.139319462,368.7546142,5.910131421,0.524516524,,,9.060747765,
Angola,-6.461186268,1953.533757,7.577395195,33.61859184,60.47306534,10.38399982,5.168850565,40.20985124
