Country Name,FDI_net_inflow_percentGDP,GDP_per_capita,ln(GDP_per_capita),Inflation_GDP_deflator_annual_percent,Trade_percent_GDP,Unemployment_percent_of_total_labor_force,manufacturing_value_added,savings_percent_gdp
Dominican Republic,3.180974427,8173.338007,9.008632673,2.525618656,51.01114492,6.179999828,13.75880291,24.31154331
Algeria,0.804110687,4022.150184,8.29957191,-0.468024909,51.80757013,10.49499989,23.86191483,37.61704897
Ecuador,0.901434135,6233.258167,8.737654455,0.495450028,46.07682119,3.809999943,14.66885585,25.52375001
"Egypt, Arab Rep.",2.972836963,2869.576588,7.961919768,13.62256757,43.2404502,7.850999832,15.91269958,15.18327142
Eritrea,,,#NUM!,,,5.703999996,,
Spain,1.856148637,29581.51855,10.29490507,1.44735843,66.87389052,14.10000038,10.91381623,22.9344685
Estonia,9.822021038,23424.48471,10.06153711,3.207058426,143.7545303,4.510000229,13.09802636,28.64977217
Ethiopia,2.657360635,840.4494515,6.73393681,12.86039682,28.81530101,3.219000101,5.594368896,29.03045172
European Union,2.254034616,35079.46915,10.46537131,2.262006586,92.06773748,6.679809887,14.95297014,25.50711938
Finland,5.814078688,48629.85823,10.79199299,1.496554192,79.60543321,6.690000057,14.41227726,23.77094476
Fiji,5.879276242,5968.300559,8.694217502,2.24346817,106.6808658,4.441999912,10.30594347,15.90104685
Faroe Islands,,63383.19615,11.05695406,,108.3169314,,6.675516089,
"Micronesia, Fed. Sts.",,3699.081514,8.215839828,1.314581891,104.9514563,,0.4881553398,
Gabon,9.204098355,7523.862278,8.925834886,1.547485198,73.42808945,20.69499969,18.80256883,
United Kingdom,0.692697278,42747.08046,10.66305618,2.113413782,64.13015313,3.74000001,8.707091123,15.43526357
Georgia,7.913234748,4696.150586,8.454498428,5.192391453,118.5993683,11.56999969,8.868100811,19.75587901
Ghana,5.677452823,2167.911589,7.681519582,8.481072981,76.82480183,3.463000059,10.16121861,18.60781572
Gibraltar,,,#NUM!,,,,,
Guinea,0.330286823,1043.899882,6.950718865,9.402907663,78.41531323,5.019999981,10.40035898,7.071450435
"Gambia, The",3.919440966,722.8747931,6.58323603,6.252206399,53.26965257,4.179999828,3.787177037,17.9536158
Guinea-Bissau,4.977547013,730.6114487,6.593881785,-3.417863031,55.37258558,3.174999952,,11.55270522
Equatorial Guinea,3.979952366,7317.390189,8.898009012,-3.163689834,94.87879243,8.277000427,20.85383948,
Greece,2.435792995,19144.28439,9.859759485,0.224149498,81.88422615,17.30999947,7.812149358,10.19091033
Grenada,16.39731404,9887.920742,9.199069164,3.329108892,,,3.37198336,
Greenland,,53256.24409,10.88287034,1.19601242,92.28257822,,3.569282538,
Guatemala,1.517108294,4647.693347,8.444126321,3.578782308,45.517848,2.190000057,13.82283996,16.63849555
Guam,,37752.63308,10.5388105,2.459771071,77.83537543,5.477000237,,
Guyana,32.76494898,6477.296726,8.77605853,2.961396246,,13.52000046,5.049182881,
Honduras,3.806680652,2519.370194,7.831764226,4.126697133,98.02758971,5.550000191,16.35106617,20.11118108
Croatia,6.32260756,15331.88305,9.637689799,2.000333658,101.6005084,6.619999886,11.89953084,25.67094681
Haiti,0.507242085,1324.844005,7.189049999,17.55061276,49.16199704,13.78100014,17.01050143,16.63575298
Hungary,60.18818423,16782.95246,9.728118916,4.771757182,160.7825796,3.420000076,17.43648186,27.48634965
Indonesia,2.233362049,4151.227543,8.331159363,1.5984885,37.62777754,3.589999914,19.70353909,30.90271351
Isle of Man,,87157.47146,11.37547178,1.80002116,,,2.142831592,
India,1.787381739,2047.232704,7.62424426,2.390748792,39.96252793,6.510000229,13.47361811,29.6977505
Ireland,-11.67810972,80927.07467,11.30130372,3.571836178,252.2494982,4.949999809,31.58510251,35.39443351
"Iran, Islamic Rep.",0.531459953,3277.875596,8.094950807,30.69192316,50.75433422,10.73999977,18.04559618,
Iraq,-1.316406167,5621.181695,8.634297187,-2.674440036,68.98993842,15.10999966,2.137531496,37.35014758
Iceland,-2.241446192,68853.71522,11.13973946,4.487744252,84.20538586,3.50999999,8.571367421,24.04404989
Israel,4.31398063,44452.23256,10.70217047,1.836470197,56.3464191,3.799999952,11.39430759,27.0628382
Italy,1.550498698,33673.75096,10.42447391,0.938114135,59.87898022,9.949999809,14.88415792,21.5433856
Jamaica,4.203305436,5626.171177,8.635184415,3.182503095,90.11060763,4.989999771,7.738459359,22.70625635
Jordan,1.621812761,4205.563654,8.344163607,1.780754019,84.7527858,16.79999924,17.4672418,14.15658248
Japan,0.779973899,40458.00188,10.60801972,0.636888707,35.1798202,2.349999905,20.05877622,29.1878145
Kazakhstan,2.053676434,9812.595808,9.191422126,7.633286238,64.85861655,4.800000191,11.46636407,26.6826853
Kenya,0.468162589,1970.105143,7.585842192,4.275234239,31.75946673,5.010000229,7.904615937,14.0714169
Kyrgyz Republic,4.552631191,1374.032105,7.225504839,3.949387891,99.37307655,4.25,14.7110326,24.05118583
Cambodia,13.52202109,1671.385385,7.421408133,3.235371769,123.5565238,0.145999998,16.27677627,27.12303432
Kiribati,-0.313754689,1432.178985,7.266952329,-2.012803956,119.8908033,,3.79590561,66.56768589
St. Kitts and Nevis,5.637924629,23219.33142,10.05274046,-1.129686119,,,5.476786675,
"Korea, Rep.",0.583393861,31902.4169,10.37043705,-0.839325308,75.75713897,3.75,25.22222287,34.78038233
Kuwait,0.378582845,30667.34822,10.33095379,-0.364836713,98.18294426,2.155999899,7.173064815,32.27022224
Lebanon,3.669403427,8985.572499,9.103375514,5.069865639,62.55931323,11.30000019,7.004268207,-5.59437896
Liberia,2.611211949,665.8784476,6.501107143,-0.560426634,,3.01699996,,
Libya,0,10542.14929,9.263136719,4.174679242,78.20912785,19.61199951,2.913187829,21.36064737
St. Lucia,3.605669735,11726.76977,9.369629522,2.471406863,,15.31999969,1.976627199,
Liechtenstein,,167019.6181,12.02586656,,,,38.72937345,
Sri Lanka,0.835214636,4082.69462,8.314512495,3.870527613,49.42552389,4.670000076,16.16080172,32.03361764
Lesotho,1.456107273,1102.56487,7.005394445,3.958110392,135.4694055,16.87999916,16.78724212,17.85309017
Lithuania,6.272519798,19595.14157,9.883036935,2.704456804,149.3315725,6.260000229,16.08323377,21.25325753
Luxembourg,18.33308562,112621.8213,11.63179077,1.394204663,377.8430014,5.590000153,4.992715827,16.75318753
Latvia,3.245380045,17945.22222,9.795079187,2.594844349,120.2879397,6.309999943,10.6002563,22.41187378
St. Martin (French part),,,#NUM!,,,,,
Morocco,1.334801227,3498.573975,8.160110729,0.816805457,75.99811588,9.241999626,14.74945073,27.23057447
Monaco,,199377.4818,12.2029552,1.279273101,,,,
Moldova,4.236533154,4493.370303,8.410358323,5.40013499,85.90237777,5.099999905,10.63683881,16.02397955
Madagascar,3.362798349,512.2796597,6.238870686,6.522090641,62.60132305,1.840999961,10.09005135,16.12877351
Maldives,17.13262456,11118.55654,9.316370752,-1.25067446,147.8509937,4.559999943,2.044894532,17.41045547
Mexico,2.356019328,10145.17018,9.224753027,4.123807809,77.89734695,3.480000019,17.25436526,23.63846751
Marshall Islands,-4.031444874,5188.971114,8.554290713,-4.529617282,152.2669326,,4.931831,13.28137201
North Macedonia,4.358924934,6070.388054,8.711177812,0.868168685,138.5762318,17.38999939,13.39414999,31.83200486
Mali,4.971522344,840.175765,6.733611114,1.930542072,63.65870276,1.618999958,6.612924733,15.07463609
Malta,26.53390903,31198.24145,10.34811701,2.378062396,275.2902569,3.619999886,7.111383196,29.5763325
Myanmar,2.526413422,1295.201448,7.16642152,6.265218659,60.68898922,0.409999996,24.76031656,29.7738413
Montenegro,7.53492968,8909.653336,9.094890612,2.022142505,108.8445841,15.13000011,3.718067729,17.68757732
Mongolia,17.19893953,4394.947147,8.388210784,9.972213257,124.3965146,5.44299984,7.069555547,20.25862666
Northern Mariana Islands,,23707.32881,10.07353951,2.167514704,104.0609137,,,
Mozambique,21.95789811,508.1636746,6.23080359,5.055708413,111.9989204,3.464999914,8.832160852,18.88694317
Mauritania,-10.95397074,1839.96445,7.51750153,5.411090426,96.18448364,10.40200043,5.89701016,36.64546979
Mauritius,3.076107472,11405.72682,9.341870861,-0.466016965,96.28886875,6.329999924,10.52004655,11.37145315
Malawi,0.50091585,584.3628673,6.370522138,7.72834798,,4.93200016,11.53793265,
Malaysia,2.506994805,11132.02393,9.317581272,0.071815283,123.0285086,3.25999999,21.40899482,24.54612294
North America,1.572348341,63198.70132,11.05403903,1.793930501,29.79412652,3.889895294,10.96857141,19.82357207
Namibia,-1.407106309,5126.176144,8.542115269,0.926318631,82.90115208,20.00200081,12.46239875,13.2272301
New Caledonia,-6.941250271,34797.51866,10.45730136,,,10.88000011,,
Niger,5.552201672,550.9635555,6.311668664,0.406851114,37.71436553,0.551999986,7.330979715,24.9629127
Nigeria,0.514393407,2204.181574,7.698111551,10.38477919,34.02387783,5.205999851,11.5223587,22.44440567
Nicaragua,3.993129581,1890.273065,7.544476576,5.504187385,94.67597586,5.202000141,14.0237092,23.13340527
Netherlands,-1.55921351,52476.27325,10.86811641,3.032733792,155.2706766,3.380000114,10.77442485,29.01453075
Norway,4.032639237,75719.7529,11.23479434,-0.472598024,71.04440486,3.690000057,6.181057639,32.76475556
Nepal,0.542801816,1185.682675,7.078073985,4.691155935,49.24952659,10.59899998,4.981441388,42.18750826
Nauru,,9786.026526,9.188710782,3.75,164.4578313,,,
New Zealand,1.366111636,42865.23364,10.66581637,3.489566959,54.33886785,4.110000134,9.830013551,21.35517024
OECD members,1.614400512,39531.66035,10.58485716,2.193195631,56.36272012,5.385726354,13.43444553,23.24290428
Oman,4.812253023,19132.15227,9.859125564,-2.666161645,86.47613366,1.850000024,8.02929792,22.29995806
Pakistan,0.696146445,1437.165907,7.270428333,9.036334842,28.9055758,4.829999924,12.58727459,11.37499378
Panama,6.645173185,15826.08235,9.66941464,0.179845136,84.98237455,6.329999924,5.723312741,29.23821814
Peru,2.084917895,6955.809959,8.847332555,1.872216268,46.94350538,3.380000114,12.84935117,20.55116382
Philippines,2.301175741,3413.847924,8.135595358,0.697076297,68.84184226,2.24000001,18.5164544,31.75518964
Palau,19.44030118,15567.09087,9.652914405,-2.492102492,,,1.039799211,
Papua New Guinea,1.355773435,2593.80465,7.860881054,1.064142837,,2.431999922,1.691022835,
Poland,2.955937298,15699.91135,9.661410345,3.032536649,102.6887138,3.279999971,16.92498816,19.68961856
Puerto Rico,,32916.8668,10.40174047,2.413255854,107.5928596,8.300000191,47.64169609,
"Korea, Dem. People's Rep.",,,#NUM!,,,2.782999992,,
Portugal,4.300252034,23330.81729,10.0575304,1.74945224,86.56471741,6.460000038,11.89529572,18.39227843
Paraguay,1.06104677,5807.838794,8.6669638,3.061879455,71.32765531,6.590000153,18.79516824,21.86312329
West Bank and Gaza,0.769720047,3656.858271,8.204359662,3.849469301,68.99349228,25.34000015,11.23471562,16.85982014
Qatar,-1.599565819,62637.27511,11.04511583,-4.826865727,90.31969177,0.100000002,7.793395084,45.00292882
Romania,2.934213587,12958.07556,9.469474468,6.805324967,84.50306102,3.910000086,17.16843646,19.42101278
Russian Federation,1.888518541,11536.25098,9.353249616,3.263132818,49.22875366,4.5,12.96920728,26.53727684
Rwanda,2.541174409,806.8799811,6.693174935,2.480135755,57.93632746,12.43000031,8.366595204,11.4266429
Saudi Arabia,0.567755267,22430.23823,10.01816525,-1.914794421,62.81614644,5.639999866,12.06102266,33.89475919
Sudan,2.552269688,748.0109253,6.617417584,51.97889335,1.218845307,17.58600044,,35.55521246
Senegal,4.553491203,1462.354333,7.287802973,2.062310678,64.24974753,2.859999895,14.89541542,
Solomon Islands,2.024951063,2398.772757,7.782712534,1.240360034,82.99833762,0.744000018,10.35136769,13.11521325
Sierra Leone,8.399200369,506.6068944,6.227735347,7.702269014,56.1906504,3.193000078,1.951559878,-2.434360546
El Salvador,2.59024369,4280.288404,8.36177567,0.848014714,76.0420131,4.170000076,15.55867794,18.20552893
San Marino,,47287.39839,10.76399912,0.91410016,307.2647781,,30.59027596,
Somalia,6.892829607,405.7867633,6.005827808,7.830295528,101.0639938,18.82799911,,
Serbia,8.286467411,7417.203649,8.911557398,2.440600408,111.9545975,10.39000034,13.68195214,18.28236554
Sub-Saharan Africa (excluding high income),1.518228188,1606.558195,7.381849403,2.85603412,47.94832441,6.066772179,10.9883655,21.25277504
South Sudan,,,#NUM!,,,12.19900036,,
Sao Tome and Principe,5.659892909,1991.738264,7.596763036,6.978236993,,14.07800007,5.913906746,
Suriname,2.095605417,6690.044786,8.808375848,5.177652595,,8.029000282,17.42597135,
Slovak Republic,2.156454407,19383.48104,9.87217649,2.494293466,183.4783674,5.75,19.75418278,20.5398688
Slovenia,3.960012203,26016.07868,10.16647004,2.262006586,158.7992492,4.449999809,20.62474535,26.657647
Sweden,3.093822362,51939.42974,10.85783351,2.546875481,91.43382897,6.829999924,12.80441158,30.37009885
Eswatini,2.846794257,3843.377391,8.254106788,2.406295885,88.61219398,22.78199959,29.55974096,15.55746214
Sint Maarten (Dutch part),,,#NUM!,,,,,
Seychelles,15.26302529,17253.50566,9.755770628,0.719254122,217.7868365,,4.220068787,8.609388473
Syrian Arab Republic,,1116.679246,7.018114601,19.83135401,41.99947112,8.741999626,,
Turks and Caicos Islands,2.251655992,27795.14856,10.23261677,2.129324911,,,0.5207050187,
Chad,5.007877902,701.6212166,6.553393681,2.85603412,74.57052556,1.120000005,2.854010194,
Togo,4.787792567,875.9326592,6.775289215,1.545092656,54.37206965,3.707000017,13.80042945,19.77522995
Thailand,1.014317288,7630.03961,8.939848316,0.997091607,109.6684955,0.720000029,25.619617,31.66647429
Tajikistan,2.56373023,889.0202624,6.790120028,3.658054407,56.04501591,7.044000149,13.4323434,36.45672825
Turkmenistan,4.707869274,7344.648233,8.901727195,4.379455631,,4.225999832,,
Timor-Leste,3.676530684,1584.263844,7.367875127,5.018299689,70.86426513,4.452000141,1.833272479,29.66174888
Tonga,0.340276873,4879.017342,8.492699114,7.703730594,87.16544719,2.243999958,5.168290721,28.33627084
Trinidad and Tobago,0.77138858,15690.9631,9.660840227,-2.289622414,,3.519999981,16.46239062,
Tunisia,1.933306113,3477.883777,8.154179278,7.224314887,102.3326147,15.13000011,14.31893977,11.29171002
Turkiye,1.259709039,9103.043375,9.116364073,13.81925598,62.68872896,13.67000008,18.2939784,26.0191358
Tuvalu,0.551170496,4949.173888,8.50697595,7.102272727,,,,
Tanzania,1.991000159,1052.021729,6.958469048,2.46494913,32.95912259,2.213999987,8.486498749,35.62466116
Uganda,3.602542903,823.1389505,6.713125021,3.000011819,39.36105396,3.553999901,15.46630748,15.64112927
Ukraine,3.766498364,3661.456299,8.205616243,8.246226266,90.51123429,8.18999958,10.78860042,12.28500851
Uruguay,2.400797095,17859.9315,9.790315019,8.522966926,49.60704358,8.729999542,10.44005722,16.00845692
United States,1.47207498,65120.39466,11.08399306,1.793930501,26.45194947,3.670000076,11.05803677,19.79891365
Uzbekistan,3.866754969,1784.009816,7.486618815,17.91000418,72.85728686,5.861000061,17.89785663,34.84288401
St. Vincent and the Grenadines,7.563412471,8674.371009,9.068128096,2.505768286,,19.09000015,4.08569742,
Virgin Islands (U.S.),,38596.03071,10.56090472,2.134873272,155.7687637,12.35000038,,
Vietnam,4.821075049,3491.091274,8.157969652,2.423207531,164.7042207,1.679999948,23.78671736,31.33303266
Vanuatu,3.962839232,3076.589886,8.031577083,3.27936283,99.38296882,1.756999969,,53.43388847
Samoa,-0.238658041,4308.272753,8.368292349,1.499486195,83.33108204,9.147000313,4.540111648,35.65761882
Kosovo,3.608682464,4416.108358,8.393014125,0.962931178,85.75340851,,12.86269666,28.87963341
"Yemen, Rep.",,,#NUM!,,,12.97799969,,
South Africa,1.316776751,6688.787271,8.808187862,4.638081485,54.05476639,25.54000092,12.39907742,13.2848617
Zambia,2.350919043,1268.120941,7.14529151,7.633470481,68.79120494,5.539999962,6.788930097,39.71439324
Zimbabwe,1.142805585,1421.868596,7.259727198,225.3946482,52.68756988,7.369999886,14.22235974,20.23119802
Aruba,6.17105656,24487.86356,10.10593291,-4.83719101,116.5727961,,,5.391215501
Afghanistan,0.064388936,516.8665522,6.247784722,7.821667127,,11.71000004,7.676256858,
Angola,-3.480977926,1603.993477,7.380251722,18.16180724,51.88744592,10.35000038,6.909306124,30.43104426
Albania,7.069484097,5332.160475,8.581511777,0.678486249,59.95174948,13.06700039,6.038043764,13.50305531
Andorra,,37207.49386,10.52426547,1.113786074,,,3.733569332,
Arab World,1.506924952,5545.455246,8.620733997,0.146950452,73.81160957,11.34837049,11.60052818,22.24795547
United Arab Emirates,5.689843791,37629.17417,10.53553494,-12.03130529,166.5718993,4.289999962,10.29178004,
Argentina,1.224943213,8496.424142,9.047400665,40.07688303,30.21979989,11.46000004,14.36714485,17.01957202
Armenia,0.46340889,4505.867364,8.413135685,1.806592702,69.48880754,12.18000031,12.3449098,15.92485667
American Samoa,,15501.52634,9.648693772,5.329298281,156.0055866,,15.22346369,
Antigua and Barbuda,5.634574821,14787.63578,9.60154669,1.744986282,91.52514217,,2.430698207,14.28595947
Australia,1.153617556,51720.37076,10.853607,1.739728096,44.23343408,6.460000038,5.626856872,23.67817187
Austria,-2.680620687,48809.22688,10.79567465,2.558602152,100.2236312,5.360000134,16.41186306,28.73854199
Azerbaijan,1.187903872,4229.910649,8.349936149,-7.395965827,72.01786765,7.159999847,6.101565073,23.56898183
Burundi,0.319811026,216.8267413,5.379098607,5.966502333,26.77333,1.029999971,,
Belgium,-4.635567207,45517.79493,10.72585863,1.510720974,157.1807224,5.550000191,12.29192415,25.44352523
Benin,1.111838798,1237.949295,7.121211495,2.87829908,44.83323338,1.671000004,9.687183591,21.31488358
Burkina Faso,-0.550797503,833.2443426,6.725326928,6.83501465,,5.054999828,9.302578012,
Bangladesh,0.407944224,2233.305524,7.711238065,3.841052188,26.27144655,5.209000111,20.59833094,37.19009686
Bulgaria,5.124823329,10129.81296,9.223238133,4.257860562,110.28183,5.119999886,,20.43466596
Bahrain,2.941180435,23501.91946,10.06483738,-5.502964621,139.8079397,1.674000025,18.12847496,
"Bahamas, The",4.480641268,23862.71099,10.08007231,-3.48689981,59.45667302,12.86699963,1.391824321,11.63885743
Bosnia and Herzegovina,2.170443686,6012.062767,8.701523191,0.176003628,83.2439706,15.26500034,13.11413334,16.69087195
Belarus,2.270122909,6542.797491,8.786120104,11.90788183,118.9338837,4.050000191,21.4866318,27.30070921
Belize,3.663596803,5266.87616,8.569192707,-0.60295269,80.36057692,10.78800011,7.287302885,27.63276169
Bermuda,6.918947479,107791.8864,11.58795767,-0.415057907,69.19588038,,0.3363802167,39.27455749
Bolivia,-3.083516483,3068.812555,8.029045976,-1.854386587,45.50326259,7.900000095,10.95783366,12.48231204
Brazil,2.608541374,6794.489159,8.823867145,5.140222397,32.8904521,13.93000031,9.663418179,14.66613766
Barbados,5.610257288,16643.80658,9.719793449,1.218970884,66.53752301,10.10499954,4.887837664,
Brunei Darussalam,4.71056541,27179.41199,10.21021505,-10.86375964,110.2910037,7.409999847,15.76985849,50.90864173
Bhutan,-0.119859775,3009.924171,8.009670165,7.223304503,75.92107014,5.03000021,5.921248898,17.61899789
Botswana,0.213041137,5863.203241,8.676451361,4.351818907,77.8206894,21.02000046,5.670510694,21.94884151
Canada,1.846609872,43258.26387,10.67494357,0.749680464,60.78253044,9.460000038,,18.88341052
Switzerland,-34.77922953,85656.32267,11.35809832,-0.74115299,122.1656559,4.820000172,17.73192485,32.07462391
Chile,3.642370266,13094.45953,9.479944483,8.817322377,58.50415982,11.14000034,8.907549035,19.91934057
China,1.723183793,10408.66976,9.250394369,0.491448371,34.75429578,5,26.28516911,43.92641973
Cote d'Ivoire,1.162074005,2288.119498,7.735485579,0.954258255,42.20452104,2.660000086,11.19580966,21.15508727
Cameroon,1.655956133,1539.130559,7.338972964,0.705572038,33.7389805,3.947000027,13.18098761,13.23996251
"Congo, Dem. Rep.",3.075078538,524.6666754,6.262763157,3.901549573,58.49175733,5.126999855,18.99122966,22.43167792
"Congo, Rep.",-18.91777418,1838.448139,7.516677092,-13.85542425,99.42221889,22.5170002,,16.27668683
Colombia,2.759387865,5307.215228,8.576822537,1.356488304,33.90423132,15.03999996,10.87192694,14.66365642
Comoros,0.316385466,1519.586823,7.32619375,0.669668394,33.72993462,9.031999588,,9.941944626
Cabo Verde,3.98712445,2924.101807,7.980742638,-0.862089799,84.69273656,14.87800026,7.347107713,33.76022504
Costa Rica,3.38331924,12132.87688,9.403674144,0.156109997,60.10507193,16.43000031,12.72648896,14.0509569
Cuba,,9499.590202,9.15900394,16.55475569,15.68298681,1.399999976,11.19681049,
Curacao,6.239276972,16109.86175,9.687186895,2.180002833,,,4.110982955,
Cayman Islands,110.0202251,83329.45877,11.33055741,0.057659498,106.3485486,,0.9093959447,
Cyprus,-104.059012,28036.18945,10.24125143,-1.209025386,164.1557391,7.590000153,5.67208423,10.05493632
Czechia,3.461936004,22992.87938,10.04293985,4.318402839,133.1483198,2.549999952,21.35212872,27.42451696
Germany,3.670711646,46772.82535,10.75305766,1.810810222,80.39830506,3.859999895,18.70474507,29.10746578
Djibouti,4.974111026,2917.996281,7.978652455,1.762288068,223.1237803,28.04800034,4.430832558,12.3670778
Dominica,4.27100458,7003.469891,8.854161004,-1.132770684,,,2.886776653,
Denmark,0.445557858,60915.4244,11.0172417,2.60762108,103.5122596,5.639999866,13.19164335,30.54850494
Dominican Republic,3.120818428,7167.919159,8.877370677,4.72350402,44.29365655,6.130000114,14.44505942,22.84804183
Algeria,0.788859125,3337.252512,8.112903146,-5.508487673,45.31108911,12.24800014,18.8249165,30.69610288
Ecuador,1.102508318,5645.19929,8.63856078,-0.399099296,41.37523008,6.110000134,16.50909904,24.51586452
"Egypt, Arab Rep.",1.602123894,3398.801432,8.131178128,6.221218398,33.75918019,7.93900013,16.37759137,11.12268806
Spain,2.868551752,26959.67544,10.20209753,1.225566343,60.14316778,15.52999973,11.01486687,21.00736812
Estonia,11.52832233,23595.24368,10.06880043,-0.531509462,138.4663387,6.960000038,12.83400805,28.48075878
Ethiopia,2.225385751,918.6525941,6.822908025,18.25459029,24.00611364,4.125999928,5.303280868,27.12910708
European Union,1.756641902,34330.36653,10.44378556,1.810810222,85.13603834,7.054818712,14.65183132,24.68305934
Finland,-0.914919224,49170.75215,10.80305426,1.481102024,71.63411653,7.760000229,14.25078662,25.14727131
Fiji,5.346852378,4864.117047,8.489640487,-1.216096424,71.73676439,4.794000149,10.93555382,15.38260212
France,0.557988046,39055.28293,10.57273343,2.784576522,56.86382289,8.010000229,9.26738251,21.43792171
Faroe Islands,,61980.29002,11.03457171,,96.90965638,,6.904810077,
"Micronesia, Fed. Sts.",,3639.412699,8.199577601,0.808820404,89.04411765,,0.4951470588,
Gabon,11.20835062,6680.08267,8.806885642,-9.173905724,70.05999659,21.72599983,18.42941535,
United Kingdom,4.898158179,40318.55757,10.60456713,5.933146815,58.11615884,4.472000122,8.718407428,14.05688575
Georgia,3.483223499,4255.742993,8.356024642,7.28127821,93.87579829,11.72999954,9.345305687,11.3243569
Ghana,2.678037209,2176.579459,7.685509868,9.365573701,38.51686166,3.773999929,10.95305585,28.37379876
Gibraltar,,,#NUM!,,,,,
Guinea,1.243842871,1073.659337,6.978828034,4.693938028,132.3825124,5.945000172,9.722191412,2.891517007
"Gambia, The",10.4612837,704.029916,6.55682085,2.188758959,47.50036503,5.096000195,2.613383788,26.42406535
Guinea-Bissau,1.466010181,710.2581385,6.565628479,0.10251975,43.63584037,3.605000019,,13.56555917
Equatorial Guinea,5.246920013,6327.599012,8.75267614,-8.830413999,89.42737007,9.295000076,20.09917883,
Greece,1.748647039,17658.9473,9.778997863,-0.86085916,71.67084493,16.30999947,8.719788974,7.135232212
Grenada,14.26195679,8437.566732,9.040449244,-0.300432591,,,3.128971113,
Greenland,,54571.20916,10.90726172,0.409144969,85.19897036,,3.438251605,
Guatemala,1.293868418,4604.576679,8.434806018,2.728637708,41.15863912,3.358999968,14.11764752,18.25748583
Guam,,34780.86166,10.45682256,4.347386768,63.77845736,6.577000141,,
Guyana,23.65969314,6863.074346,8.833910776,-26.29604987,,15.58899975,4.244023924,
"Hong Kong SAR, China",34.05083302,46107.76528,10.73873666,0.641687432,350.6812029,5.809999943,0.9539531219,25.88598064
Honduras,0.990508826,2354.119614,7.7639221,4.634186675,85.61941811,10.68000031,16.02880559,21.55769281
Croatia,2.173867816,14198.75396,9.56090949,0.734131433,89.98540001,7.510000229,12.06426249,23.63847934
Haiti,0.172316131,1283.14083,7.157066125,20.5805876,37.41389173,15.08500004,17.63777736,19.08111937
Hungary,106.6025755,16120.98905,9.68787737,6.40490683,155.5283775,4.25,17.3213452,26.25759964
Indonesia,1.8112098,3894.272202,8.267262086,-0.436578123,32.97559557,4.25,19.87328813,29.38719241
Isle of Man,,,#NUM!,,,,,
India,2.41266468,1910.421473,7.555079163,5.600919236,37.80535358,10.19499969,13.68338529,28.53850805
Ireland,8.167802878,85420.19086,11.35533778,-1.565278573,247.7657633,5.619999886,34.04510934,36.50919418
"Iran, Islamic Rep.",0.559783429,2746.42045,7.918053688,44.26498363,43.81016459,9.68999958,21.13948696,
Iraq,-1.550742064,4332.304125,8.37385481,-10.25639849,56.65488154,16.22999954,2.708007753,20.59046982
Iceland,-4.049189362,59200.17794,10.98867983,3.609520941,69.45977112,5.480000019,8.787571159,16.97933192
Israel,5.591823828,44846.7916,10.71100733,1.041418428,50.88337705,4.329999924,11.16767451,29.29799637
Italy,-1.164670118,31911.03579,10.37070718,1.614769648,55.28628621,9.159999847,14.57806698,21.53408627
Jamaica,1.919290442,4897.265897,8.496432348,3.555789525,65.85976623,6.5,7.952705946,26.89949301
Jordan,1.72078348,4042.76935,8.304685219,-0.238271698,65.33940474,,17.04049618,10.01258601
Japan,1.204839378,39918.16756,10.59458683,0.906558992,31.35871163,2.799999952,19.74777174,28.3208302
Kazakhstan,4.21992241,9121.637138,9.118404578,4.210858297,57.02644237,4.889999866,13.07253218,26.23044449
Kenya,0.423482498,1936.424589,7.568598556,4.934503501,27.23389922,5.616000175,7.611649982,15.08879502
Kyrgyz Republic,-5.160327391,1182.5217,7.075404471,6.120895469,83.47131195,4.630000114,14.45607601,31.1197354
Cambodia,14.00948204,1577.911747,7.363857573,-0.671856544,123.5030089,0.298000008,16.20365903,27.45785099
Kiribati,1.450481509,1430.551574,7.265815365,3.269608164,95.73376749,,4.353077224,59.13934326
St. Kitts and Nevis,0.632813795,18566.09559,9.829092379,-6.582107773,,,5.074909347,
"Korea, Rep.",0.533043338,31721.29891,10.36474362,1.563746857,69.03404509,3.930000067,24.7802807,36.22874636
Kuwait,-0.526665094,24300.32944,10.09824519,-13.91093387,,3.33100009,6.607085546,
Lao PDR,5.098073156,2593.355097,7.860707721,5.034504125,,3.575999975,7.684786494,
Lebanon,5.118945657,5599.957523,8.630514292,84.29999934,50.12980429,12.97099972,2.943719488,2.440259121
Liberia,2.860542783,597.5296919,6.392803976,-5.607895878,,3.842000008,,
Libya,0,7568.042011,8.931689662,-5.06601246,,20.34300041,,-14.22898113
St. Lucia,3.137072806,8458.162761,9.042887261,-4.289366436,,20.38999939,2.788473083,
Sri Lanka,0.508346724,3893.841515,8.267151485,3.136141743,36.63508659,5.199999809,16.08659692,32.20877977
Lesotho,1.254996632,989.8471707,6.897550558,13.01974536,127.6121389,18.46100044,14.42463714,22.15838469
Lithuania,7.878381273,20339.52127,9.920321133,1.783323187,137.1975758,8.489999771,15.5841775,21.24075125
Luxembourg,138.2149991,117370.4969,11.67309085,4.694516219,365.2157924,6.769999981,5.027022821,20.02869684
Latvia,2.711401104,18207.13964,9.809569084,0.970729604,118.831064,8.100000381,10.99140772,24.55984866
